Name,Fulladdress,Street,Municipality,Categories,Phone,Phones,Claimed,Review_Count,Average_Rating,Review URL,Google_Maps_URL,Latitude,Longitude,Website,Domain,Opening_hours,Featured_image,Cid,Place Id,Kgmid,Plus code,Google Knowledge URL,Email,Social Medias,Facebook,Instagram,Twitter,Yelp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Byculla Fruit Market,"Byculla West, Chinchpokli, Mumbai, Maharashtra 400011","Byculla West, Chinchpokli","Mumbai, Maharashtra 400011",Market,HX-vZreAMNaXseMPuobO6AY,,YES,1664,4.1,https://search.google.com/local/reviews?placeid=ChIJr3GxnEPO5zsRMXfqMj3SfUM&q=mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4863274332919068465,18.9739797,72.8334751,,,"Sunday:[6:30 am–10 pm], Monday:[6:30 am–10 pm], Tuesday:[6:30 am–10 pm], Wednesday:[6:30 am–10 pm], Thursday:[6:30 am–10 pm], Friday:[6:30 am–10 pm], Saturday:[6:30 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipPB48dVRwC2GadtJrvlEgTl3kRBJUwxEDbt4OeX=w122-h92-k-no,4.86E+18,ChIJr3GxnEPO5zsRMXfqMj3SfUM,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit And Vegetable Market,"Maratha Bhavan, Road, Juhu Nagar Rd, near NMMC Office, beside police chouki, Juhu Nagar, Sector 15, Vashi, Navi Mumbai, Maharashtra 400703",Maratha Bhavan,"Road, Juhu Nagar Rd",Market,HX-vZreAMNaXseMPuobO6AY,,YES,359,4,https://search.google.com/local/reviews?placeid=ChIJLyBycjHB5zsRQDq3HDy5vSo&q=mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3079821388022233664,19.0817928,73.0004378,,,"Sunday:[9 am–10 pm], Monday:[9 am–10 pm], Tuesday:[9 am–10 pm], Wednesday:[9 am–10 pm], Thursday:[9 am–10 pm], Friday:[9 am–10 pm], Saturday:[9 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipPsXXQcwqxi-Fk4NvBdYGzFMohZ0CvNRxwoGqvC=w208-h92-k-no,3.08E+18,ChIJLyBycjHB5zsRQDq3HDy5vSo,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jokhu VEGETABLE SUPPLIER,"Bhaji Market, Borivali, opp. Fish Market, Borivali West, Mumbai, Maharashtra 400092",Bhaji Market,Borivali,Market,HX-vZreAMNaXseMPuobO6AY,,NO,2590,4,https://search.google.com/local/reviews?placeid=ChIJjxHQG9ew5zsRs1qJrhN4KpY&q=mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10820593080638986931,19.2299575,72.8553287,,,"Sunday:[6 am–10 pm], Monday:[6 am–10 pm], Tuesday:[6 am–10 pm], Wednesday:[6 am–10 pm], Thursday:[6 am–10 pm], Friday:[6 am–10 pm], Saturday:[6 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipNB3cx9ev-S8W8R8z_0LKg3l3AxensETe75EPUt=w199-h92-k-no,1.08E+19,ChIJjxHQG9ew5zsRs1qJrhN4KpY,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pali Vegetable Market,"Pali Market Rd, Pali Hill, Bandra West, Mumbai, Maharashtra 400050","Pali Market Rd, Pali Hill",Bandra West,Market,HX-vZreAMNaXseMPuobO6AY,,YES,1244,3.9,https://search.google.com/local/reviews?placeid=ChIJ_WKxsRTJ5zsRYZdW8w4OJjU&q=mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=3829763990500054881,19.0626018,72.8287795,https://www.palivegetable.com/,palivegetable.com,"Sunday:[9:30 am–10:30 pm], Monday:[9:30 am–10:30 pm], Tuesday:[9:30 am–10:30 pm], Wednesday:[9:30 am–10:30 pm], Thursday:[9:30 am–10:30 pm], Friday:[9:30 am–10:30 pm], Saturday:[9:30 am–10:30 pm]",https://lh5.googleusercontent.com/p/AF1QipP5taBcAATEfoA5_gAE2TGxnEcOlYjqprzKfvLq=w122-h92-k-no,3.83E+18,ChIJ_WKxsRTJ5zsRYZdW8w4OJjU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pantnagar Bhaji Market,"Shival Nagar, Gaurishankar Wadi, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400075","Shival Nagar, Gaurishankar Wadi, Pant Nagar, Ghatkopar East","Mumbai, Maharashtra 400075",Supermarket,HX-vZreAMNaXseMPuobO6AY,,YES,1648,4.1,https://search.google.com/local/reviews?placeid=ChIJGWQZRTLG5zsRFlgbIbxMY_Y&q=mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17754118526917629974,19.0847047,72.912681,,,"Sunday:[9:15 am–9 pm], Monday:[9:15 am–9 pm], Tuesday:[9:15 am–9 pm], Wednesday:[9:15 am–9 pm], Thursday:[9:15 am–9 pm], Friday:[9:15 am–9 pm], Saturday:[9:15 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipOkod3JsifcR0p3ii0wV2RxFMACpbXwPoMDtkQh=w80-h106-k-no,1.78E+19,ChIJGWQZRTLG5zsRFlgbIbxMY_Y,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegetables Market,"Opp. Tulsi Collection, Capricorn Building, Malwani No. 1, Marve Road, Malad (W), Mumbai, Maharashtra 400095","Opp. Tulsi Collection, Capricorn Building, Malwani No. 1","Marve Road, Malad (W), Mumbai, Maharashtra 400095",Market,099203 21939,"099203 21939, +91 99203 21939",YES,194,4,https://search.google.com/local/reviews?placeid=ChIJt3HnPry25zsR6-dDnbBbW2k&q=mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7591762410973947883,19.1986257,72.8208452,,,"Sunday:[8:30 am–9 pm], Monday:[8:30 am–9 pm], Tuesday:[8:30 am–9 pm], Wednesday:[Closed], Thursday:[8:30 am–9 pm], Friday:[8:30 am–9 pm], Saturday:[8:30 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipNQYyAyzv3enflgAxCcVT2TPmRhKIAnAJlaMaPj=w122-h92-k-no,7.59E+18,ChIJt3HnPry25zsR6-dDnbBbW2k,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghatkopar (West) Vegetable Market,"3, Khot Ln, Bhatwadi, Kapol wadi, Pant Nagar, Ghatkopar West, Mumbai, Maharashtra 400086","3, Khot Ln","Bhatwadi, Kapol wadi, Pant Nagar, Ghatkopar West",Market,HX-vZreAMNaXseMPuobO6AY,,NO,95,4.1,https://search.google.com/local/reviews?placeid=ChIJy8BU0CzG5zsRohPCjthXA8I&q=mumbai+all+vegetable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=13980114255907787682,19.087263,72.9070808,,,"Sunday:[10–10:30 am], Monday:[10–10:30 am], Tuesday:[10–10:30 am], Wednesday:[10–10:30 am], Thursday:[10–10:30 am], Friday:[10–10:30 am], Saturday:[10–10:30 am]",https://lh5.googleusercontent.com/p/AF1QipMnpKKoWIP9KyFaphAmOUDEICPqbLCcRXq9OtgN=w163-h92-k-no,1.40E+19,ChIJy8BU0CzG5zsRohPCjthXA8I,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit and Vegetable Market,"4WF9+RGP, Gokhale Nagar, Chaitanya Nagar, Tirandaz, Vikhroli West, Mumbai, Maharashtra 400076",4WF9+RGP,"Gokhale Nagar, Chaitanya Nagar, Tirandaz, Vikhroli West",Market,M3-vZrCBCb-RnesP-7a0yQE,,NO,112,4.1,https://search.google.com/local/reviews?placeid=ChIJ0cjdZfLH5zsROTv1uOkp7tw&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15919707816608480057,19.1245844,72.9188203,,,"Sunday:[9:30 am–10 pm], Monday:[9:30 am–10 pm], Tuesday:[9:30 am–10 pm], Wednesday:[9:30 am–10 pm], Thursday:[9:30 am–10 pm], Friday:[9:30 am–10 pm], Saturday:[9:30 am–10 pm]",https://lh5.googleusercontent.com/p/AF1QipMguqEcDW2zfLolFrTyYNiU_CzNglb9gPj45d_L=w122-h92-k-no,1.59E+19,ChIJ0cjdZfLH5zsROTv1uOkp7tw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dadar Vegetables & Fish Market,"2R9R+RJ7, Ranade Rd, Dadar West, Dadar, Mumbai, Maharashtra 400028",2R9R+RJ7,Ranade Rd,Market,M3-vZrCBCb-RnesP-7a0yQE,,NO,1289,4,https://search.google.com/local/reviews?placeid=ChIJTbGvbdvO5zsR_B7fpqYzYGU&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7304895386452172540,19.0195305,72.8415458,,,"Sunday:[6 am–9 pm], Monday:[6 am–9 pm], Tuesday:[6 am–9 pm], Wednesday:[6 am–9 pm], Thursday:[6 am–9 pm], Friday:[6 am–9 pm], Saturday:[6 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipMNH3hqXb_FZVzrSnwE9k90DsUS-zTX9MIY_DIS=w122-h92-k-no,7.30E+18,ChIJTbGvbdvO5zsR_B7fpqYzYGU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhaji Market,"4RPX+4PH, Subhash Nagar, Jogeshwari East, Mumbai, Maharashtra 400060",4RPX+4PH,"Subhash Nagar, Jogeshwari East",Market,M3-vZrCBCb-RnesP-7a0yQE,,NO,266,4,https://search.google.com/local/reviews?placeid=ChIJv-Rwkiy25zsRUCFStP9JMMo&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=14569226157134324048,19.1353144,72.8493638,,,"Sunday:[6 am–11 pm], Monday:[6 am–11 pm], Tuesday:[6 am–11 pm], Wednesday:[6 am–11 pm], Thursday:[6 am–11 pm], Friday:[6 am–11 pm], Saturday:[6 am–11 pm]",https://lh5.googleusercontent.com/p/AF1QipOeo9xeu3dQgrjgLasLyz0MxGqCADx8NG68V48=w80-h142-k-no,1.46E+19,ChIJv-Rwkiy25zsRUCFStP9JMMo,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guptas Vegetables and Fruits,"Narayan Nagar, Gaiban Shah Daragh Road, Sanjay Nagar, Sakinaka, Ghatkopar West, Mumbai, Maharashtra 400086","Narayan Nagar, Gaiban Shah Daragh Road, Sanjay Nagar, Sakinaka",Ghatkopar West,Market,M3-vZrCBCb-RnesP-7a0yQE,,YES,3,5,https://search.google.com/local/reviews?placeid=ChIJPabMv-PJ5zsRn1j8pJO9lfc&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17840373940723931295,19.0861823,72.8920235,,,"Sunday:[Open 24 hours], Monday:[Open 24 hours], Tuesday:[Open 24 hours], Wednesday:[Open 24 hours], Thursday:[Open 24 hours], Friday:[Open 24 hours], Saturday:[Open 24 hours]",https://lh5.googleusercontent.com/p/AF1QipOra6EIwE-x10lO6RX1hpPvfd79Pjca8III16eI=w122-h92-k-no,1.78E+19,ChIJPabMv-PJ5zsRn1j8pJO9lfc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IIT Powai Vegetable Market,"4WF9+92M, Powai Internal Rd, Gokhale Nagar, Chaitanya Nagar, Ramabai Ambedkar Nagar, Vikhroli West, Mumbai, Maharashtra 400076",4WF9+92M,Powai Internal Rd,Market,M3-vZrCBCb-RnesP-7a0yQE,,NO,1,5,https://search.google.com/local/reviews?placeid=ChIJA_kJtyXH5zsRLKkEjo3Vnts&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15825320944576276780,19.1234513,72.91754,,,,,1.58E+19,ChIJA_kJtyXH5zsRLKkEjo3Vnts,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khushi Fruits (BMC Wholesale),"LN college, Meghdoot, MIG Colony, Borivali East, Mumbai, Maharashtra 400066",LN college,"Meghdoot, MIG Colony, Borivali East",Market,077384 88215,"077384 88215, +91 77384 88215",YES,42,4.8,https://search.google.com/local/reviews?placeid=ChIJ0yVn-cu35zsRCcUJfIL7rpc&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=10929949883520107785,19.2209187,72.8555828,,,"Sunday:[3:30 am–12 am], Monday:[3:30 am–12 am], Tuesday:[3:30 am–12 am], Wednesday:[3:30 am–12 am], Thursday:[3:30 am–12 am], Friday:[3:30 am–12 am], Saturday:[3:30 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipMwfs_FO7Gd26qlU62XqR2KV0awgYX64bW2G617=w122-h92-k-no,1.09E+19,ChIJ0yVn-cu35zsRCcUJfIL7rpc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurla Vegetable Market,"3VCH+4FV, Ambedkar Nagar, Kurla West, Kurla, Mumbai, Maharashtra 400070",3VCH+4FV,"Ambedkar Nagar, Kurla West, Kurla",Market,M3-vZrCBCb-RnesP-7a0yQE,,NO,302,4.1,https://search.google.com/local/reviews?placeid=ChIJ1fQne57J5zsR15vXOWW6u0o&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=5385102723376454615,19.0703643,72.8786631,,,"Sunday:[7:30–8 am], Monday:[7:30–8 am], Tuesday:[7:30–8 am], Wednesday:[7:30–8 am], Thursday:[Closed], Friday:[7:30–8 am], Saturday:[7:30–8 am]",https://lh5.googleusercontent.com/p/AF1QipMHsBMb4k9K6K0XGipjOWYgISbqIGtMeK0ifzHO=w80-h106-k-no,5.39E+18,ChIJ1fQne57J5zsR15vXOWW6u0o,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R N Fruit,"Asalpha Link Rd, near Shiv Prabha Building, Swatantrya Veer Savarkar, Lokmanya Tilak Nagar, Mumbai, Maharashtra 400072",Asalpha Link Rd,near Shiv Prabha Building,Market,086526 40901,"086526 40901, +91 86526 40901",YES,15,4.9,https://search.google.com/local/reviews?placeid=ChIJZUHU6NzJ5zsRl43deYVer-o&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=16910839053167725975,19.097948,72.8926862,https://wa.me/message/3V57IAJPPGTQG1,wa.me,"Sunday:[8 am–11 pm], Monday:[7 am–12 am], Tuesday:[7 am–12 am], Wednesday:[7 am–12 am], Thursday:[7 am–12 am], Friday:[7 am–12 am], Saturday:[7 am–12 am]",https://lh5.googleusercontent.com/p/AF1QipMRrKGTOC6_orYC0zq8a5gNhZ4_xLjQY-o2XHer=w80-h106-k-no,1.69E+19,ChIJZUHU6NzJ5zsRl43deYVer-o,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fruit Market Vashi, Navi Mumbai","RTO test ground, APMC Market, Sector 19, Vashi, Navi Mumbai, Maharashtra 400703",RTO test ground,"APMC Market, Sector 19, Vashi",Market,M3-vZrCBCb-RnesP-7a0yQE,,NO,368,4.2,https://search.google.com/local/reviews?placeid=ChIJVVXFwTnB5zsR79bvm-P4NHU&q=mumbai+all+vegitable+market&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=8445648857683973871,19.0785023,73.0063792,,,"Sunday:[Closed], Monday:[9:30 am–9:30 pm], Tuesday:[9:30 am–9:30 pm], Wednesday:[9:30 am–9:30 pm], Thursday:[9:30 am–9:30 pm], Friday:[9:30 am–9:30 pm], Saturday:[9:30 am–9:30 pm]",https://lh5.googleusercontent.com/p/AF1QipPYkWCcISskzT4i-t1pbbClfxbzgk78Jx8b9UIM=w122-h92-k-no,8.45E+18,ChIJVVXFwTnB5zsR79bvm-P4NHU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Laxmi vegetables & fruit suppliers,"Shop no 6, Neelkanth Sadan, Hingwala Ln, Pant Nagar, Ghatkopar East, Mumbai, Maharashtra 400077",Shop no 6,Neelkanth Sadan,Market,M3-vZrCBCb-RnesP-7a0yQE,,YES,,,,https://www.google.com/maps?cid=10745845063297141334,19.0830117,72.9063874,,,"Sunday:[7 am–11 pm], Monday:[6:30 am–11 pm], Tuesday:[7 am–11 pm], Wednesday:[7 am–11 pm], Thursday:[7 am–11 pm], Friday:[7 am–11 pm], Saturday:[7 am–11:30 pm]",https://lh5.googleusercontent.com/p/AF1QipMdf8JJOyT3LMnp8AYgOHl-npvxWlTr6u1jt1NO=w80-h142-k-no,1.07E+19,ChIJ8TFjNdLH5zsRVgo2sSbpIJU,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock Garden,"Nerul East, Sector 21, Nerul, Navi Mumbai, Maharashtra 400706","Nerul East, Sector 21, Nerul","Navi Mumbai, Maharashtra 400706",Touristattraction,g3avZuL_HraE4-EP09DqkA4,,YES,4235,4.1,https://search.google.com/local/reviews?placeid=ChIJodzdi8DD5zsRvxbtn9koqzk&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4155459996335543999,19.0299753,73.019897,,,"Sunday:[5:30 am–1 pm], Monday:[5:30–10 am], Tuesday:[5:30–10 am], Wednesday:[5:30–10 am], Thursday:[5:30–10 am], Friday:[5:30–10 am], Saturday:[5:30–10 am]",https://lh5.googleusercontent.com/p/AF1QipMac19v3r9kX9LtNoQv6J8J7uoNUArdCPcZ9FSM=w122-h92-k-no,4.16E+18,ChIJodzdi8DD5zsRvxbtn9koqzk,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sensory Garden,"Sensory Garden, 139, Juinagar Station Rd, near Ryan international school, near from, Sector 10, Sanpada, Navi Mumbai, Maharashtra 400705","139, Juinagar Station Rd","near Ryan international school, near from",Garden,g3avZuL_HraE4-EP09DqkA4,,NO,626,4.5,https://search.google.com/local/reviews?placeid=ChIJV8P7cZvB5zsRVyhSYDsi3vc&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17860750810612377687,19.0573366,73.0148306,,,"Sunday:[5:30 am–12 pm], Monday:[5:30 am–12 pm], Tuesday:[5:30 am–12 pm], Wednesday:[5:30 am–12 pm], Thursday:[5:30 am–12 pm], Friday:[5:30 am–12 pm], Saturday:[5:30 am–12 pm]",https://lh5.googleusercontent.com/p/AF1QipN5Q9v9Xy_nIy-bqTS2UDFp4mM4MevAfsbuDwt4=w122-h92-k-no,1.79E+19,ChIJV8P7cZvB5zsRVyhSYDsi3vc,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Navi Mumbai Muncipal Garden,"22FR+GJJ, C.B.D, Sector 6, CBD Belapur, Navi Mumbai, Maharashtra 400614",22FR+GJJ,"C.B.D, Sector 6, CBD Belapur",Garden,g3avZuL_HraE4-EP09DqkA4,,NO,3,4,https://search.google.com/local/reviews?placeid=ChIJabYOzJzD5zsR2V6bB5EO69w&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=15918833323931819737,19.0238266,73.0415126,,,,https://lh5.googleusercontent.com/p/AF1QipOE3ySmC9xxTgCHLxGmrDKHteQg2etITT0bQh-i=w80-h106-k-no,1.59E+19,ChIJabYOzJzD5zsR2V6bB5EO69w,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chatrapathi Shahu Maharaj Udyan,"22V8+98W, Sector 8, Nerul, Navi Mumbai, Maharashtra 400706",22V8+98W,"Sector 8, Nerul",Garden,g3avZuL_HraE4-EP09DqkA4,,YES,2166,4.3,https://search.google.com/local/reviews?placeid=ChIJl89fiefD5zsRavXT7Yfigfg&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=17906842666840356202,19.0429426,73.0165271,,,"Sunday:[6 am–9 pm], Monday:[6 am–9 pm], Tuesday:[6 am–9 pm], Wednesday:[6 am–9 pm], Thursday:[6 am–9 pm], Friday:[6 am–9 pm], Saturday:[6 am–9 pm]",https://lh5.googleusercontent.com/p/AF1QipOlkT2RaStJjF0_IAMBhHtyKTjaqimTPLOTt2P7=w122-h92-k-no,1.79E+19,ChIJl89fiefD5zsRavXT7Yfigfg,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R R Patil Garden,"Gate no-2, Sector 19A Nerul Rd, nearby Gokul CHS, Nerul East, Sector 19A, Nerul, Navi Mumbai, Maharashtra 400706",Gate no-2,Sector 19A Nerul Rd,Garden,g3avZuL_HraE4-EP09DqkA4,,NO,581,4.4,https://search.google.com/local/reviews?placeid=ChIJVTxFXMbD5zsRYx9i9iZySDw&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=4343847352266792803,19.032825,73.0261526,,,"Sunday:[6 am–12 pm], Monday:[6 am–12 pm], Tuesday:[6 am–12 pm], Wednesday:[6 am–12 pm], Thursday:[6 am–12 pm], Friday:[6 am–12 pm], Saturday:[6 am–12 pm]",https://lh5.googleusercontent.com/p/AF1QipOy3mxzvnGwVq2dqgc0RjBweIWGnBVRyP5hLdQ-=w163-h92-k-no,4.34E+18,ChIJVTxFXMbD5zsRYx9i9iZySDw,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanpada Garden,"H, 7, Sector 7, Sanpada, Navi Mumbai, Maharashtra 400705",H,7,Garden,g3avZuL_HraE4-EP09DqkA4,,NO,1643,4.2,https://search.google.com/local/reviews?placeid=ChIJr43khVzB5zsRPF01xoXAOG0&q=Navi+Mumbai+all+gardens&authuser=0&hl=en&gl=IN,https://www.google.com/maps?cid=7870252029618511164,19.0617043,73.012774,,,"Sunday:[5:30–9:30 am], Monday:[5:30–9:30 am], Tuesday:[5:30–9:30 am], Wednesday:[5:30–9:30 am], Thursday:[5:30–9:30 am], Friday:[5:30–9:30 am], Saturday:[5:30–9:30 am]",https://lh5.googleusercontent.com/p/AF1QipODiCxp9Ub_eV_wB551bHFOobcz2m8Mm3IrHmHm=w122-h92-k-no,7.87E+18,ChIJr43khVzB5zsRPF01xoXAOG0,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,*** Visible after upgrade ***,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
